DATE,ENERGY_WH,MONTH,YEAR
2016-02-13,8716,2,2016
2016-02-14,5799,2,2016
2016-02-15,2465,2,2016
2016-02-16,1248,2,2016
2016-02-17,8784,2,2016
2016-02-18,3057,2,2016
2016-02-19,3882,2,2016
2016-02-20,6423,2,2016
2016-02-21,1116,2,2016
2016-02-22,324,2,2016
2016-02-23,518,2,2016
2016-02-24,1107,2,2016
2016-02-25,1248,2,2016
2016-02-26,2168,2,2016
2016-02-27,5556,2,2016
2016-02-28,3023,2,2016
2016-02-29,5216,2,2016
2016-03-01,1269,3,2016
2016-03-02,6800,3,2016
2016-03-03,4640,3,2016
2016-03-04,3438,3,2016
2016-03-05,1689,3,2016
2016-03-06,6411,3,2016
2016-03-07,5865,3,2016
2016-03-08,4602,3,2016
2016-03-09,3305,3,2016
2016-03-10,2806,3,2016
2016-03-11,4857,3,2016
2016-03-12,7890,3,2016
2016-03-13,1323,3,2016
2016-03-14,3456,3,2016
2016-03-15,2869,3,2016
2016-03-16,1949,3,2016
2016-03-17,3486,3,2016
2016-03-18,2555,3,2016
2016-03-19,3520,3,2016
2016-03-20,10003,3,2016
2016-03-21,7949,3,2016
2016-03-22,4220,3,2016
2016-03-23,1007,3,2016
2016-03-24,1075,3,2016
2016-03-25,10318,3,2016
2016-03-26,8272,3,2016
2016-03-27,1133,3,2016
2016-03-28,9979,3,2016
2016-03-29,8876,3,2016
2016-03-30,1683,3,2016
2016-03-31,1187,3,2016
2016-04-01,6412,4,2016
2016-04-02,4118,4,2016
2016-04-03,3477,4,2016
2016-04-04,5703,4,2016
2016-04-05,8630,4,2016
2016-04-06,1532,4,2016
2016-04-07,3192,4,2016
2016-04-08,2616,4,2016
2016-04-09,8762,4,2016
2016-04-10,3221,4,2016
2016-04-11,4901,4,2016
2016-04-12,10350,4,2016
2016-04-13,2342,4,2016
2016-04-14,9569,4,2016
2016-04-15,9710,4,2016
2016-04-16,9482,4,2016
2016-04-17,9437,4,2016
2016-04-18,8421,4,2016
2016-04-19,2055,4,2016
2016-04-20,7335,4,2016
2016-04-21,5513,4,2016
2016-04-22,7278,4,2016
2016-04-23,9478,4,2016
2016-04-24,1664,4,2016
2016-04-25,7090,4,2016
2016-04-26,3747,4,2016
2016-04-27,7952,4,2016
2016-04-28,1997,4,2016
2016-04-29,8190,4,2016
2016-04-30,4141,4,2016
2016-05-01,6772,5,2016
2016-05-02,10159,5,2016
2016-05-03,7753,5,2016
2016-05-04,4475,5,2016
2016-05-05,10634,5,2016
2016-05-06,9723,5,2016
2016-05-07,9613,5,2016
2016-05-08,9237,5,2016
2016-05-09,8682,5,2016
2016-05-10,1194,5,2016
2016-05-11,3044,5,2016
2016-05-12,5658,5,2016
2016-05-13,3358,5,2016
2016-05-14,4918,5,2016
2016-05-15,7912,5,2016
2016-05-16,8221,5,2016
2016-05-17,10965,5,2016
2016-05-18,10467,5,2016
2016-05-19,10160,5,2016
2016-05-20,9542,5,2016
2016-05-21,9634,5,2016
2016-05-22,9481,5,2016
2016-05-23,8701,5,2016
2016-05-24,7131,5,2016
2016-05-25,5963,5,2016
2016-05-26,8115,5,2016
2016-05-27,3426,5,2016
2016-05-28,4979,5,2016
2016-05-29,6225,5,2016
2016-05-30,9970,5,2016
2016-05-31,6748,5,2016
2016-06-01,7122,6,2016
2016-06-02,7167,6,2016
2016-06-03,9247,6,2016
2016-06-04,4103,6,2016
2016-06-05,8009,6,2016
2016-06-06,5761,6,2016
2016-06-07,5721,6,2016
2016-06-08,10475,6,2016
2016-06-09,8335,6,2016
2016-06-10,8716,6,2016
2016-06-11,9599,6,2016
2016-06-12,9019,6,2016
2016-06-13,4029,6,2016
2016-06-14,7791,6,2016
2016-06-15,5352,6,2016
2016-06-16,3642,6,2016
2016-06-17,9766,6,2016
2016-06-18,9292,6,2016
2016-06-19,9314,6,2016
2016-06-20,10133,6,2016
2016-06-21,9067,6,2016
2016-06-22,3971,6,2016
2016-06-23,2871,6,2016
2016-06-24,5006,6,2016
2016-06-25,8613,6,2016
2016-06-26,8866,6,2016
2016-06-27,7147,6,2016
2016-06-28,10125,6,2016
2016-06-29,8557,6,2016
2016-06-30,3923,6,2016
2016-07-01,10166,7,2016
2016-07-02,8861,7,2016
2016-07-03,9675,7,2016
2016-07-04,7731,7,2016
2016-07-05,9354,7,2016
2016-07-06,6944,7,2016
2016-07-07,3628,7,2016
2016-07-08,6957,7,2016
2016-07-09,9581,7,2016
2016-07-10,5659,7,2016
2016-07-11,8115,7,2016
2016-07-12,6757,7,2016
2016-07-13,8553,7,2016
2016-07-14,6144,7,2016
2016-07-15,4654,7,2016
2016-07-16,6510,7,2016
2016-07-17,5420,7,2016
2016-07-18,9395,7,2016
2016-07-19,9400,7,2016
2016-07-20,6809,7,2016
2016-07-21,4193,7,2016
2016-07-22,9164,7,2016
2016-07-23,5218,7,2016
2016-07-24,4262,7,2016
2016-07-25,9162,7,2016
2016-07-26,9521,7,2016
2016-07-27,4590,7,2016
2016-07-28,3603,7,2016
2016-07-29,3975,7,2016
2016-07-30,9640,7,2016
2016-07-31,7518,7,2016
2016-08-01,9547,8,2016
2016-08-02,8748,8,2016
2016-08-03,8262,8,2016
2016-08-04,5460,8,2016
2016-08-05,8482,8,2016
2016-08-06,8741,8,2016
2016-08-07,6061,8,2016
2016-08-08,9441,8,2016
2016-08-09,7972,8,2016
2016-08-10,7414,8,2016
2016-08-11,4124,8,2016
2016-08-12,2892,8,2016
2016-08-13,6277,8,2016
2016-08-14,8586,8,2016
2016-08-15,7747,8,2016
2016-08-16,7860,8,2016
2016-08-17,8020,8,2016
2016-08-18,8606,8,2016
2016-08-19,3516,8,2016
2016-08-20,2843,8,2016
2016-08-21,6361,8,2016
2016-08-22,9331,8,2016
2016-08-23,8006,8,2016
2016-08-24,4161,8,2016
2016-08-25,7489,8,2016
2016-08-26,6736,8,2016
2016-08-27,1697,8,2016
2016-08-28,8295,8,2016
2016-08-29,7590,8,2016
2016-08-30,7571,8,2016
2016-08-31,7930,8,2016
2016-09-01,5949,9,2016
2016-09-02,9016,9,2016
2016-09-03,8976,9,2016
2016-09-04,9094,9,2016
2016-09-05,6539,9,2016
2016-09-06,5776,9,2016
2016-09-07,2323,9,2016
2016-09-08,6385,9,2016
2016-09-09,2660,9,2016
2016-09-10,3047,9,2016
2016-09-11,9117,9,2016
2016-09-12,9085,9,2016
2016-09-13,1885,9,2016
2016-09-14,6368,9,2016
2016-09-15,8619,9,2016
2016-09-16,4063,9,2016
2016-09-17,8215,9,2016
2016-09-18,8918,9,2016
2016-09-19,3293,9,2016
2016-09-20,8694,9,2016
2016-09-21,2224,9,2016
2016-09-22,3440,9,2016
2016-09-23,3176,9,2016
2016-09-24,5850,9,2016
2016-09-25,4228,9,2016
2016-09-26,6566,9,2016
2016-09-27,1596,9,2016
2016-09-28,4602,9,2016
2016-09-29,8240,9,2016
2016-09-30,515,9,2016
2016-10-01,1564,10,2016
2016-10-02,6622,10,2016
2016-10-03,3761,10,2016
2016-10-04,2487,10,2016
2016-10-05,3387,10,2016
2016-10-06,2707,10,2016
2016-10-07,4655,10,2016
2016-10-08,7748,10,2016
2016-10-09,7590,10,2016
2016-10-10,7107,10,2016
2016-10-11,3157,10,2016
2016-10-12,358,10,2016
2016-10-13,4610,10,2016
2016-10-14,5408,10,2016
2016-10-15,645,10,2016
2016-10-16,5547,10,2016
2016-10-17,1784,10,2016
2016-10-18,6148,10,2016
2016-10-19,4518,10,2016
2016-10-20,5708,10,2016
2016-10-21,2089,10,2016
2016-10-22,4963,10,2016
2016-10-23,5592,10,2016
2016-10-24,7060,10,2016
2016-10-25,4862,10,2016
2016-10-26,281,10,2016
2016-10-27,1373,10,2016
2016-10-28,2079,10,2016
2016-10-29,2089,10,2016
2016-10-30,3617,10,2016
2016-10-31,2105,10,2016
2016-11-01,5518,11,2016
2016-11-02,2716,11,2016
2016-11-03,3311,11,2016
2016-11-04,6223,11,2016
2016-11-05,5442,11,2016
2016-11-06,5712,11,2016
2016-11-07,5678,11,2016
2016-11-08,2506,11,2016
2016-11-09,5969,11,2016
2016-11-10,5860,11,2016
2016-11-11,5998,11,2016
2016-11-12,5567,11,2016
2016-11-13,5793,11,2016
2016-11-14,4207,11,2016
2016-11-15,1005,11,2016
2016-11-16,5278,11,2016
2016-11-17,3586,11,2016
2016-11-18,1557,11,2016
2016-11-19,1991,11,2016
2016-11-20,5134,11,2016
2016-11-21,5351,11,2016
2016-11-22,2522,11,2016
2016-11-23,162,11,2016
2016-11-24,680,11,2016
2016-11-25,443,11,2016
2016-11-26,2146,11,2016
2016-11-27,4057,11,2016
2016-11-28,162,11,2016
2016-11-29,4085,11,2016
2016-11-30,893,11,2016
2016-12-01,946,12,2016
2016-12-02,795,12,2016
2016-12-03,238,12,2016
2016-12-04,42,12,2016
2016-12-05,677,12,2016
2016-12-06,612,12,2016
2016-12-07,1996,12,2016
2016-12-08,4061,12,2016
2016-12-09,4720,12,2016
2016-12-10,4414,12,2016
2016-12-11,143,12,2016
2016-12-12,904,12,2016
2016-12-13,5000,12,2016
2016-12-14,4956,12,2016
2016-12-15,4968,12,2016
2016-12-16,415,12,2016
2016-12-17,127,12,2016
2016-12-18,1939,12,2016
2016-12-19,1558,12,2016
2016-12-20,3672,12,2016
2016-12-21,697,12,2016
2016-12-22,4782,12,2016
2016-12-23,546,12,2016
2016-12-24,1048,12,2016
2016-12-25,397,12,2016
2016-12-26,4678,12,2016
2016-12-27,1485,12,2016
2016-12-28,2495,12,2016
2016-12-29,1182,12,2016
2016-12-30,1931,12,2016
2016-12-31,1018,12,2016
2017-01-01,4452,1,2017
2017-01-02,1113,1,2017
2017-01-03,407,1,2017
2017-01-04,4994,1,2017
2017-01-05,5100,1,2017
2017-01-06,5067,1,2017
2017-01-07,5213,1,2017
2017-01-08,4990,1,2017
2017-01-09,977,1,2017
2017-01-10,256,1,2017
2017-01-11,1352,1,2017
2017-01-12,2414,1,2017
2017-01-13,1693,1,2017
2017-01-14,3937,1,2017
2017-01-15,5579,1,2017
2017-01-16,1369,1,2017
2017-01-17,562,1,2017
2017-01-18,2991,1,2017
2017-01-19,903,1,2017
2017-01-20,602,1,2017
2017-01-21,399,1,2017
2017-01-22,1319,1,2017
2017-01-23,1338,1,2017
2017-01-24,964,1,2017
2017-01-25,747,1,2017
2017-01-26,2455,1,2017
2017-01-27,1953,1,2017
2017-01-28,810,1,2017
2017-01-29,1472,1,2017
2017-01-30,2804,1,2017
2017-01-31,2186,1,2017
2017-02-01,4347,2,2017
2017-02-02,7246,2,2017
2017-02-03,7428,2,2017
2017-02-04,2474,2,2017
2017-02-05,5802,2,2017
2017-02-06,5128,2,2017
2017-02-07,294,2,2017
2017-02-08,5679,2,2017
2017-02-09,8113,2,2017
2017-02-10,4250,2,2017
2017-02-11,2509,2,2017
2017-02-12,7393,2,2017
2017-02-13,7459,2,2017
2017-02-14,5731,2,2017
2017-02-15,4721,2,2017
2017-02-16,3186,2,2017
2017-02-17,7883,2,2017
2017-02-18,7865,2,2017
2017-02-19,7522,2,2017
2017-02-20,2183,2,2017
2017-02-21,8265,2,2017
2017-02-22,6111,2,2017
2017-02-23,3764,2,2017
2017-02-24,634,2,2017
2017-02-25,5843,2,2017
2017-02-26,7136,2,2017
2017-02-27,7785,2,2017
2017-02-28,522,2,2017
2017-03-01,174,3,2017
2017-03-02,5194,3,2017
2017-03-03,10246,3,2017
2017-03-04,4240,3,2017
2017-03-05,2520,3,2017
2017-03-06,612,3,2017
2017-03-07,8039,3,2017
2017-03-08,7538,3,2017
2017-03-09,4375,3,2017
2017-03-10,10318,3,2017
2017-03-11,10359,3,2017
2017-03-12,7033,3,2017
2017-03-13,4535,3,2017
2017-03-14,7919,3,2017
2017-03-15,10411,3,2017
2017-03-16,9923,3,2017
2017-03-17,660,3,2017
2017-03-18,3745,3,2017
2017-03-19,8474,3,2017
2017-03-20,5073,3,2017
2017-03-21,9893,3,2017
2017-03-22,9829,3,2017
2017-03-23,1964,3,2017
2017-03-24,738,3,2017
2017-03-25,562,3,2017
2017-03-26,768,3,2017
2017-03-27,1225,3,2017
2017-03-28,9831,3,2017
2017-03-29,2007,3,2017
2017-03-30,717,3,2017
2017-03-31,7124,3,2017
2017-04-01,9496,4,2017
2017-04-02,2766,4,2017
2017-04-03,897,4,2017
2017-04-04,5439,4,2017
2017-04-05,1816,4,2017
2017-04-06,8619,4,2017
2017-04-07,9502,4,2017
2017-04-08,8474,4,2017
2017-04-09,5047,4,2017
2017-04-10,980,4,2017
2017-04-11,1785,4,2017
2017-04-12,5055,4,2017
2017-04-13,2798,4,2017
2017-04-14,4999,4,2017
2017-04-15,4199,4,2017
2017-04-16,9401,4,2017
2017-04-17,6956,4,2017
2017-04-18,4863,4,2017
2017-04-19,3700,4,2017
2017-04-20,1467,4,2017
2017-04-21,8980,4,2017
2017-04-22,10571,4,2017
2017-04-23,10476,4,2017
2017-04-24,7490,4,2017
2017-04-25,8153,4,2017
2017-04-26,2106,4,2017
2017-04-27,2767,4,2017
2017-04-28,7671,4,2017
2017-04-29,5918,4,2017
2017-04-30,1373,4,2017
2017-05-01,4385,5,2017
2017-05-02,4347,5,2017
2017-05-03,10153,5,2017
2017-05-04,8283,5,2017
2017-05-05,10442,5,2017
2017-05-06,10162,5,2017
2017-05-07,11018,5,2017
2017-05-08,10567,5,2017
2017-05-09,4561,5,2017
2017-05-10,6614,5,2017
2017-05-11,6435,5,2017
2017-05-12,6396,5,2017
2017-05-13,5642,5,2017
2017-05-14,10281,5,2017
2017-05-15,7629,5,2017
2017-05-16,7118,5,2017
2017-05-17,5265,5,2017
2017-05-18,5116,5,2017
2017-05-19,5758,5,2017
2017-05-20,3520,5,2017
2017-05-21,4278,5,2017
2017-05-22,9180,5,2017
2017-05-23,2322,5,2017
2017-05-24,2112,5,2017
2017-05-25,10203,5,2017
2017-05-26,6344,5,2017
2017-05-27,8469,5,2017
2017-05-28,7536,5,2017
2017-05-29,7246,5,2017
2017-05-30,4843,5,2017
2017-05-31,9330,5,2017
2017-06-01,10305,6,2017
2017-06-02,9609,6,2017
2017-06-03,6072,6,2017
2017-06-04,10072,6,2017
2017-06-05,8474,6,2017
2017-06-06,10296,6,2017
2017-06-07,9638,6,2017
2017-06-08,7392,6,2017
2017-06-09,7352,6,2017
2017-06-10,9716,6,2017
2017-06-11,4908,6,2017
2017-06-12,4530,6,2017
2017-06-13,3358,6,2017
2017-06-14,5985,6,2017
2017-06-15,9509,6,2017
2017-06-16,8154,6,2017
2017-06-17,7756,6,2017
2017-06-18,5739,6,2017
2017-06-19,5619,6,2017
2017-06-20,5820,6,2017
2017-06-21,8360,6,2017
2017-06-22,2686,6,2017
2017-06-23,8975,6,2017
2017-06-24,8825,6,2017
2017-06-25,7294,6,2017
2017-06-26,5601,6,2017
2017-06-27,9397,6,2017
2017-06-28,2001,6,2017
2017-06-29,7007,6,2017
2017-06-30,8072,6,2017
2017-07-01,7367,7,2017
2017-07-02,6879,7,2017
2017-07-03,8896,7,2017
2017-07-04,9701,7,2017
2017-07-05,5274,7,2017
2017-07-06,7799,7,2017
2017-07-07,7511,7,2017
2017-07-08,9713,7,2017
2017-07-09,6468,7,2017
2017-07-10,8488,7,2017
2017-07-11,8379,7,2017
2017-07-12,6301,7,2017
2017-07-13,6243,7,2017
2017-07-14,4414,7,2017
2017-07-15,9851,7,2017
2017-07-16,7457,7,2017
2017-07-17,9422,7,2017
2017-07-18,7626,7,2017
2017-07-19,8981,7,2017
2017-07-20,8506,7,2017
2017-07-21,3646,7,2017
2017-07-22,6202,7,2017
2017-07-23,5490,7,2017
2017-07-24,8910,7,2017
2017-07-25,6891,7,2017
2017-07-26,3772,7,2017
2017-07-27,9908,7,2017
2017-07-28,9778,7,2017
2017-07-29,9911,7,2017
2017-07-30,9514,7,2017
2017-07-31,9050,7,2017
2017-08-01,6846,8,2017
2017-08-02,6309,8,2017
2017-08-03,1961,8,2017
2017-08-04,2437,8,2017
2017-08-05,7583,8,2017
2017-08-06,6438,8,2017
2017-08-07,9921,8,2017
2017-08-08,9449,8,2017
2017-08-09,7391,8,2017
2017-08-10,6096,8,2017
2017-08-11,3031,8,2017
2017-08-12,9846,8,2017
2017-08-13,7199,8,2017
2017-08-14,6342,8,2017
2017-08-15,7746,8,2017
2017-08-16,8274,8,2017
2017-08-17,5625,8,2017
2017-08-18,3594,8,2017
2017-08-19,8865,8,2017
2017-08-20,6084,8,2017
2017-08-21,4726,8,2017
2017-08-22,8369,8,2017
2017-08-23,8845,8,2017
2017-08-24,9359,8,2017
2017-08-25,9457,8,2017
2017-08-26,2164,8,2017
2017-08-27,1243,8,2017
2017-08-28,3088,8,2017
2017-08-29,5569,8,2017
2017-08-30,6901,8,2017
2017-08-31,8837,8,2017
2017-09-01,8337,9,2017
2017-09-02,2911,9,2017
2017-09-03,8808,9,2017
2017-09-04,5746,9,2017
2017-09-05,6042,9,2017
2017-09-06,6474,9,2017
2017-09-07,3136,9,2017
2017-09-08,8084,9,2017
2017-09-09,9050,9,2017
2017-09-10,8813,9,2017
2017-09-11,8625,9,2017
2017-09-12,8564,9,2017
2017-09-13,8377,9,2017
2017-09-14,7760,9,2017
2017-09-15,7889,9,2017
2017-09-16,7215,9,2017
2017-09-17,4887,9,2017
2017-09-18,7687,9,2017
2017-09-19,7757,9,2017
2017-09-20,6107,9,2017
2017-09-21,4797,9,2017
2017-09-22,7801,9,2017
2017-09-23,7960,9,2017
2017-09-24,7984,9,2017
2017-09-25,7523,9,2017
2017-09-26,2834,9,2017
2017-09-27,6836,9,2017
2017-09-28,7244,9,2017
2017-09-29,5725,9,2017
2017-09-30,8644,9,2017
2017-10-01,7762,10,2017
2017-10-02,5730,10,2017
2017-10-03,4111,10,2017
2017-10-04,8358,10,2017
2017-10-05,2382,10,2017
2017-10-06,1382,10,2017
2017-10-07,1090,10,2017
2017-10-08,7402,10,2017
2017-10-09,6491,10,2017
2017-10-10,4756,10,2017
2017-10-11,1846,10,2017
2017-10-12,650,10,2017
2017-10-13,1046,10,2017
2017-10-14,839,10,2017
2017-10-15,3313,10,2017
2017-10-16,7030,10,2017
2017-10-17,6572,10,2017
2017-10-18,6474,10,2017
2017-10-19,6229,10,2017
2017-10-20,6153,10,2017
2017-10-21,5896,10,2017
2017-10-22,268,10,2017
2017-10-23,1511,10,2017
2017-10-24,707,10,2017
2017-10-25,6166,10,2017
2017-10-26,3892,10,2017
2017-10-27,744,10,2017
2017-10-28,1130,10,2017
2017-10-29,5311,10,2017
2017-10-30,1570,10,2017
2017-10-31,911,10,2017
2017-11-01,2184,11,2017
2017-11-02,594,11,2017
2017-11-03,4336,11,2017
2017-11-04,295,11,2017
2017-11-05,632,11,2017
2017-11-06,4566,11,2017
2017-11-07,4176,11,2017
2017-11-08,2822,11,2017
2017-11-09,2679,11,2017
2017-11-10,4826,11,2017
2017-11-11,342,11,2017
2017-11-12,3732,11,2017
2017-11-13,4255,11,2017
2017-11-14,541,11,2017
2017-11-15,254,11,2017
2017-11-16,3557,11,2017
2017-11-17,469,11,2017
2017-11-18,315,11,2017
2017-11-19,5118,11,2017
2017-11-20,4568,11,2017
2017-11-21,1156,11,2017
2017-11-22,4510,11,2017
2017-11-23,4693,11,2017
2017-11-24,3437,11,2017
2017-11-25,4709,11,2017
2017-11-26,4214,11,2017
2017-11-27,2977,11,2017
2017-11-28,3303,11,2017
2017-11-29,4645,11,2017
2017-11-30,4543,11,2017
2017-12-01,3021,12,2017
2017-12-02,2968,12,2017
2017-12-03,3372,12,2017
2017-12-04,531,12,2017
2017-12-05,3540,12,2017
2017-12-06,1191,12,2017
2017-12-07,4058,12,2017
2017-12-08,537,12,2017
2017-12-09,4364,12,2017
2017-12-10,730,12,2017
2017-12-11,521,12,2017
2017-12-12,1721,12,2017
2017-12-13,129,12,2017
2017-12-14,2256,12,2017
2017-12-15,1553,12,2017
2017-12-16,550,12,2017
2017-12-17,443,12,2017
2017-12-18,0,12,2017
2017-12-19,4745,12,2017
2017-12-20,1011,12,2017
2017-12-21,651,12,2017
2017-12-22,826,12,2017
2017-12-23,1414,12,2017
2017-12-24,542,12,2017
2017-12-25,4206,12,2017
2017-12-26,4767,12,2017
2017-12-27,4728,12,2017
2017-12-28,982,12,2017
2017-12-29,1031,12,2017
2017-12-30,4815,12,2017
2017-12-31,4803,12,2017
2018-01-01,4828,1,2018
2018-01-02,4632,1,2018
2018-01-03,2930,1,2018
2018-01-04,4953,1,2018
2018-01-05,4978,1,2018
2018-01-06,4922,1,2018
2018-01-07,2888,1,2018
2018-01-08,4903,1,2018
2018-01-09,3382,1,2018
2018-01-10,322,1,2018
2018-01-11,272,1,2018
2018-01-12,5266,1,2018
2018-01-13,5234,1,2018
2018-01-14,3856,1,2018
2018-01-15,438,1,2018
2018-01-16,3205,1,2018
2018-01-17,3737,1,2018
2018-01-18,4093,1,2018
2018-01-19,2862,1,2018
2018-01-20,2641,1,2018
2018-01-21,3227,1,2018
2018-01-22,193,1,2018
2018-01-23,1005,1,2018
2018-01-24,3886,1,2018
2018-01-25,4217,1,2018
2018-01-26,2519,1,2018
2018-01-27,5835,1,2018
2018-01-28,2148,1,2018
2018-01-29,3116,1,2018
2018-01-30,5129,1,2018
2018-01-31,3674,1,2018
2018-02-01,6622,2,2018
2018-02-02,6658,2,2018
2018-02-03,554,2,2018
2018-02-04,2950,2,2018
2018-02-05,3538,2,2018
2018-02-06,6839,2,2018
2018-02-07,6230,2,2018
2018-02-08,7675,2,2018
2018-02-09,6017,2,2018
2018-02-10,6541,2,2018
2018-02-11,5839,2,2018
2018-02-12,7706,2,2018
2018-02-13,2674,2,2018
2018-02-14,7996,2,2018
2018-02-15,4786,2,2018
2018-02-16,8621,2,2018
2018-02-17,1118,2,2018
2018-02-18,3284,2,2018
2018-02-19,1007,2,2018
2018-02-20,1042,2,2018
2018-02-21,6972,2,2018
2018-02-22,2041,2,2018
2018-02-23,1053,2,2018
2018-02-24,4526,2,2018
2018-02-25,7277,2,2018
2018-02-26,8776,2,2018
2018-02-27,8144,2,2018
2018-02-28,3089,2,2018
2018-03-01,2964,3,2018
2018-03-02,9043,3,2018
2018-03-03,5938,3,2018
2018-03-04,3602,3,2018
2018-03-05,1940,3,2018
2018-03-06,1474,3,2018
2018-03-07,4747,3,2018
2018-03-08,5543,3,2018
2018-03-09,8366,3,2018
2018-03-10,8776,3,2018
2018-03-11,8114,3,2018
2018-03-12,7924,3,2018
2018-03-13,5889,3,2018
2018-03-14,10062,3,2018
2018-03-15,9129,3,2018
2018-03-16,9694,3,2018
2018-03-17,10077,3,2018
2018-03-18,9528,3,2018
2018-03-19,10009,3,2018
2018-03-20,4322,3,2018
2018-03-21,8754,3,2018
2018-03-22,10090,3,2018
2018-03-23,9938,3,2018
2018-03-24,5430,3,2018
2018-03-25,9323,3,2018
2018-03-26,6198,3,2018
2018-03-27,2457,3,2018
2018-03-28,9825,3,2018
2018-03-29,7390,3,2018
2018-03-30,8665,3,2018
2018-03-31,1845,3,2018
2018-04-01,10735,4,2018
2018-04-02,6469,4,2018
2018-04-03,790,4,2018
2018-04-04,9754,4,2018
2018-04-05,10476,4,2018
2018-04-06,7267,4,2018
2018-04-07,10313,4,2018
2018-04-08,8693,4,2018
2018-04-09,8109,4,2018
2018-04-10,5876,4,2018
2018-04-11,9438,4,2018
2018-04-12,2551,4,2018
2018-04-13,548,4,2018
2018-04-14,2303,4,2018
2018-04-15,1388,4,2018
2018-04-16,4268,4,2018
2018-04-17,6639,4,2018
2018-04-18,2861,4,2018
2018-04-19,10825,4,2018
2018-04-20,10265,4,2018
2018-04-21,8251,4,2018
2018-04-22,10096,4,2018
2018-04-23,9221,4,2018
2018-04-24,8685,4,2018
2018-04-25,10284,4,2018
2018-04-26,8621,4,2018
2018-04-27,4258,4,2018
2018-04-28,10667,4,2018
2018-04-29,10838,4,2018
2018-04-30,8831,4,2018
2018-05-01,6951,5,2018
2018-05-02,5171,5,2018
2018-05-03,4035,5,2018
2018-05-04,6843,5,2018
2018-05-05,10056,5,2018
2018-05-06,8721,5,2018
2018-05-07,9040,5,2018
2018-05-08,7000,5,2018
2018-05-09,1575,5,2018
2018-05-10,7171,5,2018
2018-05-11,1607,5,2018
2018-05-12,7470,5,2018
2018-05-13,9199,5,2018
2018-05-14,5789,5,2018
2018-05-15,9183,5,2018
2018-05-16,8716,5,2018
2018-05-17,7790,5,2018
2018-05-18,8375,5,2018
2018-05-19,4909,5,2018
2018-05-20,7484,5,2018
2018-05-21,2125,5,2018
2018-05-22,5959,5,2018
2018-05-23,7656,5,2018
2018-05-24,7649,5,2018
2018-05-25,6704,5,2018
2018-05-26,7984,5,2018
2018-05-27,7404,5,2018
2018-05-28,5880,5,2018
2018-05-29,8843,5,2018
2018-05-30,2953,5,2018
2018-05-31,6445,5,2018
2018-06-01,9490,6,2018
2018-06-02,4416,6,2018
2018-06-03,4895,6,2018
2018-06-04,9499,6,2018
2018-06-05,9779,6,2018
2018-06-06,4560,6,2018
2018-06-07,9914,6,2018
2018-06-08,6613,6,2018
2018-06-09,6975,6,2018
2018-06-10,2910,6,2018
2018-06-11,9431,6,2018
2018-06-12,6689,6,2018
2018-06-13,10417,6,2018
2018-06-14,8675,6,2018
2018-06-15,2857,6,2018
2018-06-16,6468,6,2018
2018-06-17,8633,6,2018
2018-06-18,3485,6,2018
2018-06-19,3310,6,2018
2018-06-20,5583,6,2018
2018-06-21,7848,6,2018
2018-06-22,6330,6,2018
2018-06-23,10072,6,2018
2018-06-24,9589,6,2018
2018-06-25,7510,6,2018
2018-06-26,3752,6,2018
2018-06-27,5962,6,2018
2018-06-28,9399,6,2018
2018-06-29,9177,6,2018
2018-06-30,8705,6,2018
2018-07-01,7108,7,2018
2018-07-02,9852,7,2018
2018-07-03,9412,7,2018
2018-07-04,7947,7,2018
2018-07-05,6605,7,2018
2018-07-06,10188,7,2018
2018-07-07,10033,7,2018
2018-07-08,9848,7,2018
2018-07-09,7899,7,2018
2018-07-10,8223,7,2018
2018-07-11,8781,7,2018
2018-07-12,4636,7,2018
2018-07-13,4986,7,2018
2018-07-14,5732,7,2018
2018-07-15,7294,7,2018
2018-07-16,9435,7,2018
2018-07-17,8855,7,2018
2018-07-18,9164,7,2018
2018-07-19,7734,7,2018
2018-07-20,4301,7,2018
2018-07-21,2148,7,2018
2018-07-22,5880,7,2018
2018-07-23,7988,7,2018
2018-07-24,8909,7,2018
2018-07-25,7822,7,2018
2018-07-26,5894,7,2018
2018-07-27,5900,7,2018
2018-07-28,7157,7,2018
2018-07-29,7464,7,2018
2018-07-30,7218,7,2018
2018-07-31,7992,7,2018
2018-08-01,6955,8,2018
2018-08-02,2536,8,2018
2018-08-03,7484,8,2018
2018-08-04,6787,8,2018
2018-08-05,7100,8,2018
2018-08-06,6048,8,2018
2018-08-07,3503,8,2018
2018-08-08,8220,8,2018
2018-08-09,8855,8,2018
2018-08-10,8325,8,2018
2018-08-11,7528,8,2018
2018-08-12,8459,8,2018
2018-08-13,7954,8,2018
2018-08-14,8481,8,2018
2018-08-15,7985,8,2018
2018-08-16,3246,8,2018
2018-08-17,5226,8,2018
2018-08-18,6972,8,2018
2018-08-19,7684,8,2018
2018-08-20,2547,8,2018
2018-08-21,2777,8,2018
2018-08-22,9095,8,2018
2018-08-23,8806,8,2018
2018-08-24,1318,8,2018
2018-08-25,4199,8,2018
2018-08-26,4576,8,2018
2018-08-27,4951,8,2018
2018-08-28,2268,8,2018
2018-08-29,5054,8,2018
2018-08-30,8856,8,2018
2018-08-31,7908,8,2018
2018-09-01,4119,9,2018
2018-09-02,3469,9,2018
2018-09-03,1630,9,2018
2018-09-04,7768,9,2018
2018-09-05,1983,9,2018
2018-09-06,9777,9,2018
